,Date,Universe
0,2022-01-01T00:00:00Z,1560825.4440000006
1,2022-01-02T00:00:00Z,11826133.246000003
2,2022-01-09T00:00:00Z,12881338.868000003
3,2022-01-16T00:00:00Z,11294159.410000004
4,2022-01-23T00:00:00Z,11057422.010000002
5,2022-01-30T00:00:00Z,10963734.974000001
6,2022-02-06T00:00:00Z,11522787.536000004
7,2022-02-13T00:00:00Z,11075310.690000001
8,2022-02-20T00:00:00Z,9553379.114
9,2022-02-27T00:00:00Z,7727369.257999999
10,2022-03-06T00:00:00Z,10939198.811999999
11,2022-03-13T00:00:00Z,12258169.219999999
12,2022-03-20T00:00:00Z,12306336.057999998
13,2022-03-27T00:00:00Z,12294700.396
14,2022-04-03T00:00:00Z,11732194.731999999
15,2022-04-10T00:00:00Z,11512812.098
16,2022-04-17T00:00:00Z,11948644.559999999
17,2022-04-24T00:00:00Z,11577932.576
18,2022-05-01T00:00:00Z,11532341.52
19,2022-05-08T00:00:00Z,12050261.952
20,2022-05-15T00:00:00Z,12162388.921999998
21,2022-05-22T00:00:00Z,12204671.497999998
22,2022-05-29T00:00:00Z,12091269.777999999
23,2022-06-05T00:00:00Z,14310089.845999997
24,2022-06-12T00:00:00Z,12969262.432
25,2022-06-19T00:00:00Z,12530361.923999999
26,2022-06-26T00:00:00Z,11379085.933999998
27,2022-07-03T00:00:00Z,11680566.536
28,2022-07-10T00:00:00Z,11830567.34
29,2022-07-17T00:00:00Z,11752046.52
30,2022-07-24T00:00:00Z,12022573.682
31,2022-07-31T00:00:00Z,11650287.669999998
32,2022-08-07T00:00:00Z,12050577.151999999
33,2022-08-14T00:00:00Z,14159421.797999999
34,2022-08-21T00:00:00Z,13745124.826
35,2022-08-28T00:00:00Z,13919737.013999999
36,2022-09-04T00:00:00Z,12570006.639999999
37,2022-09-11T00:00:00Z,14513584.425999999
38,2022-09-18T00:00:00Z,16701714.151999999
39,2022-09-25T00:00:00Z,15807288.45
40,2022-10-02T00:00:00Z,16729274.888
41,2022-10-09T00:00:00Z,16271555.474
42,2022-10-16T00:00:00Z,17374138.409999996
43,2022-10-23T00:00:00Z,16954795.53
44,2022-10-30T00:00:00Z,15595141.583999999
45,2022-11-06T00:00:00Z,16353074.738
46,2022-11-13T00:00:00Z,16702259.467999998
47,2022-11-20T00:00:00Z,16060412.202
48,2022-11-27T00:00:00Z,17552913.474
49,2022-12-04T00:00:00Z,16394310.684
50,2022-12-11T00:00:00Z,3617265.04
